代码,展示代码,名称,行业,市场,市值,中证全指权重,最新成交额,纳入日期
sh601018,601018.SH,宁波港,交通运输,上交所,26951802912.5,0.025,284844147.0,2026-05-09
sz301171,301171.SZ,易点天下,传媒,深交所,26951802912.5,0.025,6654581899.0,2026-05-09
sz300459,300459.SZ,汤姆猫,传媒,深交所,26951802912.5,0.025,956697030.0,2026-05-09
sz300413,300413.SZ,芒果超媒,传媒,深交所,26951802912.5,0.025,349819510.0,2026-05-09
sz300773,300773.SZ,拉卡拉,非银金融,深交所,26951802912.5,0.025,975627576.0,2026-05-09
sz002939,002939.SZ,长城证券,非银金融,深交所,26951802912.5,0.025,142478316.0,2026-05-09
sz000422,000422.SZ,湖北宜化,基础化工,深交所,26951802912.5,0.025,815527363.0,2026-05-09
sz000519,000519.SZ,中兵红箭,国防军工,深交所,26951802912.5,0.025,591250419.0,2026-05-09
sh603816,603816.SH,顾家家居,轻工制造,上交所,26951802912.5,0.025,357861596.0,2026-05-09
sh603605,603605.SH,珀莱雅,美容护理,上交所,26951802912.5,0.025,201274220.0,2026-05-09
sh688531,688531.SH,日联科技,机械设备,上交所,25873730796.0,0.024,1770015114.0,2026-05-09
sz002046,002046.SZ,国机精工,机械设备,深交所,25873730796.0,0.024,1104179615.0,2026-05-09
sh603298,603298.SH,杭叉集团,机械设备,上交所,25873730796.0,0.024,552939516.0,2026-05-09
sh603338,603338.SH,浙江鼎力,机械设备,上交所,25873730796.0,0.024,456136425.0,2026-05-09
sz001696,001696.SZ,宗申动力,机械设备,深交所,25873730796.0,0.024,408844162.0,2026-05-09
sz002364,002364.SZ,中恒电气,电力设备,深交所,25873730796.0,0.024,2069846980.0,2026-05-09
sh600550,600550.SH,保变电气,电力设备,上交所,25873730796.0,0.024,824489139.0,2026-05-09
sh601567,601567.SH,三星电气,电力设备,上交所,25873730796.0,0.024,639569849.0,2026-05-09
sz300657,300657.SZ,弘信电子,电子,深交所,25873730796.0,0.024,2559578649.0,2026-05-09
sz300398,300398.SZ,飞凯材料,电子,深交所,25873730796.0,0.024,2480351004.0,2026-05-09
sz301486,301486.SZ,致尚科技,电子,深交所,25873730796.0,0.024,1938357694.0,2026-05-09
sh688362,688362.SH,甬矽电子,电子,上交所,25873730796.0,0.024,787289269.0,2026-05-09
sz300296,300296.SZ,利亚德,电子,深交所,25873730796.0,0.024,768134259.0,2026-05-09
sz301536,301536.SZ,星宸科技,电子,深交所,25873730796.0,0.024,665415293.0,2026-05-09
sh600995,600995.SH,南网储能,公用事业,上交所,25873730796.0,0.024,559393012.0,2026-05-09
sz000591,000591.SZ,太阳能,公用事业,深交所,25873730796.0,0.024,523463695.0,2026-05-09
sz002603,002603.SZ,以岭药业,医药生物,深交所,25873730796.0,0.024,360248976.0,2026-05-09
sh603939,603939.SH,益丰药房,医药生物,上交所,25873730796.0,0.024,282850454.0,2026-05-09
sh600161,600161.SH,天坛生物,医药生物,上交所,25873730796.0,0.024,157411236.0,2026-05-09
sz301005,301005.SZ,超捷股份,汽车,深交所,25873730796.0,0.024,2568038668.0,2026-05-09
sz000887,000887.SZ,中鼎股份,汽车,深交所,25873730796.0,0.024,589962071.0,2026-05-09
sh603778,603778.SH,国晟科技,建筑装饰,上交所,25873730796.0,0.024,2049282197.0,2026-05-09
sh600667,600667.SH,太极实业,建筑装饰,上交所,25873730796.0,0.024,1403204224.0,2026-05-09
sz300166,300166.SZ,东方国信,计算机,深交所,25873730796.0,0.024,3944720509.0,2026-05-09
sh600602,600602.SH,云赛智联,计算机,上交所,25873730796.0,0.024,1069578956.0,2026-05-09
sz000997,000997.SZ,新 大 陆,计算机,深交所,25873730796.0,0.024,942314080.0,2026-05-09
sz002266,002266.SZ,浙富控股,环保,深交所,25873730796.0,0.024,1399229524.0,2026-05-09
sh600961,600961.SH,株冶集团,有色金属,上交所,25873730796.0,0.024,2746720288.0,2026-05-09
sz002237,002237.SZ,恒邦股份,有色金属,深交所,25873730796.0,0.024,588308792.0,2026-05-09
sz002792,002792.SZ,通宇通讯,通信,深交所,25873730796.0,0.024,3530055576.0,2026-05-09
sh600018,600018.SH,上港集团,交通运输,上交所,25873730796.0,0.024,296994372.0,2026-05-09
sh601000,601000.SH,唐山港,交通运输,上交所,25873730796.0,0.024,195277342.0,2026-05-09
sz002926,002926.SZ,华西证券,非银金融,深交所,25873730796.0,0.024,103013504.0,2026-05-09
sh600155,600155.SH,华创云信,非银金融,上交所,25873730796.0,0.024,102105811.0,2026-05-09
sh600546,600546.SH,山煤国际,煤炭,上交所,25873730796.0,0.024,475733931.0,2026-05-09
sh601918,601918.SH,新集能源,煤炭,上交所,25873730796.0,0.024,362717605.0,2026-05-09
sz000723,000723.SZ,美锦能源,煤炭,深交所,25873730796.0,0.024,259464791.0,2026-05-09
sz002831,002831.SZ,裕同科技,轻工制造,深交所,25873730796.0,0.024,641776695.0,2026-05-09
sz002958,002958.SZ,青农商行,银行,深交所,24795658679.5,0.023,115623752.0,2026-05-09
sh601155,601155.SH,新城控股,房地产,上交所,24795658679.5,0.023,273536079.0,2026-05-09
sh603613,603613.SH,国联股份,商贸零售,上交所,24795658679.5,0.023,575700424.0,2026-05-09
sh600343,600343.SH,航天动力,机械设备,上交所,24795658679.5,0.023,2541415764.0,2026-05-09
sh688400,688400.SH,凌云光,机械设备,上交所,24795658679.5,0.023,1761661578.0,2026-05-09
sh688257,688257.SH,新锐股份,机械设备,上交所,24795658679.5,0.023,761999081.0,2026-05-09
sh688009,688009.SH,中国通号,机械设备,上交所,24795658679.5,0.023,196617290.0,2026-05-09
sh688063,688063.SH,派能科技,电力设备,上交所,24795658679.5,0.023,1137195594.0,2026-05-09
sz002270,002270.SZ,华明装备,电力设备,深交所,24795658679.5,0.023,747280923.0,2026-05-09
sh688717,688717.SH,艾罗能源,电力设备,上交所,24795658679.5,0.023,677774744.0,2026-05-09
sz001301,001301.SZ,尚太科技,电力设备,深交所,24795658679.5,0.023,373978718.0,2026-05-09
sh601636,601636.SH,旗滨集团,建筑材料,上交所,24795658679.5,0.023,925072614.0,2026-05-09
sz002385,002385.SZ,大北农,农林牧渔,深交所,24795658679.5,0.023,169875653.0,2026-05-09
sz300077,300077.SZ,国民技术,电子,深交所,24795658679.5,0.023,2100197061.0,2026-05-09
sh605111,605111.SH,新洁能,电子,上交所,24795658679.5,0.023,1697100307.0,2026-05-09
sz300679,300679.SZ,电连技术,电子,深交所,24795658679.5,0.023,1246725193.0,2026-05-09
sh603061,603061.SH,金海通,电子,上交所,24795658679.5,0.023,677899160.0,2026-05-09
sz002139,002139.SZ,拓邦股份,电子,深交所,24795658679.5,0.023,278816973.0,2026-05-09
sz300049,300049.SZ,福瑞医科,医药生物,深交所,24795658679.5,0.023,835041002.0,2026-05-09
sz300558,300558.SZ,贝达药业,医药生物,深交所,24795658679.5,0.023,566383988.0,2026-05-09
sh600763,600763.SH,通策医疗,医药生物,上交所,24795658679.5,0.023,309826696.0,2026-05-09
sz002262,002262.SZ,恩华药业,医药生物,深交所,24795658679.5,0.023,258006936.0,2026-05-09
sz000901,000901.SZ,航天科技,汽车,深交所,24795658679.5,0.023,1653802317.0,2026-05-09
sh688615,688615.SH,合合信息,计算机,上交所,24795658679.5,0.023,1506324253.0,2026-05-09
sz300277,300277.SZ,汽轮科技,计算机,深交所,24795658679.5,0.023,531265686.0,2026-05-09
sh600008,600008.SH,首创环保,环保,上交所,24795658679.5,0.023,286766740.0,2026-05-09
sz000962,000962.SZ,东方钽业,有色金属,深交所,24795658679.5,0.023,866672484.0,2026-05-09
sz000737,000737.SZ,北方铜业,有色金属,深交所,24795658679.5,0.023,842332199.0,2026-05-09
sz300315,300315.SZ,掌趣科技,传媒,深交所,24795658679.5,0.023,552719048.0,2026-05-09
sz000987,000987.SZ,越秀资本,非银金融,深交所,24795658679.5,0.023,387957665.0,2026-05-09
sh603650,603650.SH,彤程新材,基础化工,上交所,24795658679.5,0.023,713066659.0,2026-05-09
sz002895,002895.SZ,川恒股份,基础化工,深交所,24795658679.5,0.023,323117004.0,2026-05-09
sh601606,601606.SH,长城军工,国防军工,上交所,24795658679.5,0.023,682844645.0,2026-05-09
sh600685,600685.SH,中船防务,国防军工,上交所,24795658679.5,0.023,682203518.0,2026-05-09
sh600562,600562.SH,国睿科技,国防军工,上交所,24795658679.5,0.023,306326684.0,2026-05-09
sh600132,600132.SH,重庆啤酒,食品饮料,上交所,24795658679.5,0.023,214178854.0,2026-05-09
sh600282,600282.SH,南钢股份,钢铁,上交所,24795658679.5,0.023,311303949.0,2026-05-09
sz002948,002948.SZ,青岛银行,银行,深交所,23717586563.0,0.022,245772354.0,2026-05-09
sz002031,002031.SZ,巨轮智能,机械设备,深交所,23717586563.0,0.022,1554179127.0,2026-05-09
sh688187,688187.SH,时代电气,机械设备,上交所,23717586563.0,0.022,304230935.0,2026-05-09
sz002865,002865.SZ,钧达股份,电力设备,深交所,23717586563.0,0.022,2869644188.0,2026-05-09
sz300827,300827.SZ,上能电气,电力设备,深交所,23717586563.0,0.022,971322878.0,2026-05-09
sh688116,688116.SH,天奈科技,电力设备,上交所,23717586563.0,0.022,482327320.0,2026-05-09
sh603737,603737.SH,三棵树,建筑材料,上交所,23717586563.0,0.022,155675219.0,2026-05-09
sz002636,002636.SZ,金安国纪,电子,深交所,23717586563.0,0.022,2206105522.0,2026-05-09
sz300303,300303.SZ,聚飞光电,电子,深交所,23717586563.0,0.022,1770365147.0,2026-05-09
sh688146,688146.SH,中船特气,电子,上交所,23717586563.0,0.022,1356125559.0,2026-05-09
sh688800,688800.SH,瑞可达,电子,上交所,23717586563.0,0.022,1334304744.0,2026-05-09
sz002426,002426.SZ,胜利精密,电子,深交所,23717586563.0,0.022,689329905.0,2026-05-09
sz000833,000833.SZ,粤桂股份,综合,深交所,23717586563.0,0.022,1649136216.0,2026-05-09
sz300765,300765.SZ,新诺威,医药生物,深交所,23717586563.0,0.022,322697804.0,2026-05-09
sh688114,688114.SH,华大智造,医药生物,上交所,23717586563.0,0.022,309648335.0,2026-05-09
sh600998,600998.SH,九州通,医药生物,上交所,23717586563.0,0.022,152185213.0,2026-05-09
sz002048,002048.SZ,宁波华翔,汽车,深交所,23717586563.0,0.022,1208790544.0,2026-05-09
sz000951,000951.SZ,中国重汽,汽车,深交所,23717586563.0,0.022,291350877.0,2026-05-09
sh600820,600820.SH,隧道股份,建筑装饰,上交所,23717586563.0,0.022,120474598.0,2026-05-09
sh600301,600301.SH,华锡有色,有色金属,上交所,23717586563.0,0.022,1035542661.0,2026-05-09
sz000612,000612.SZ,焦作万方,有色金属,深交所,23717586563.0,0.022,620254786.0,2026-05-09
sh600490,600490.SH,鹏欣资源,有色金属,上交所,23717586563.0,0.022,470698134.0,2026-05-09
sz002092,002092.SZ,中泰化学,基础化工,深交所,23717586563.0,0.022,503700978.0,2026-05-09
sz002539,002539.SZ,云图控股,基础化工,深交所,23717586563.0,0.022,292005464.0,2026-05-09
sz002607,002607.SZ,中公教育,社会服务,深交所,23717586563.0,0.022,442107040.0,2026-05-09
sz300777,300777.SZ,中简科技,国防军工,深交所,23717586563.0,0.022,806802064.0,2026-05-09
sh600038,600038.SH,中直股份,国防军工,上交所,23717586563.0,0.022,376476535.0,2026-05-09
sh600872,600872.SH,中炬高新,食品饮料,上交所,23717586563.0,0.022,383290832.0,2026-05-09
sh601666,601666.SH,平煤股份,煤炭,上交所,23717586563.0,0.022,255130221.0,2026-05-09
sz301018,301018.SZ,申菱环境,机械设备,深交所,22639514446.5,0.021,1424239443.0,2026-05-09
sz300747,300747.SZ,锐科激光,机械设备,深交所,22639514446.5,0.021,914861732.0,2026-05-09
sz300257,300257.SZ,开山股份,机械设备,深交所,22639514446.5,0.021,629277232.0,2026-05-09
sz300201,300201.SZ,海伦哲,机械设备,深交所,22639514446.5,0.021,433612984.0,2026-05-09
sh601399,601399.SH,国机重装,机械设备,上交所,22639514446.5,0.021,385196557.0,2026-05-09
sh603728,603728.SH,鸣志电器,电力设备,上交所,22639514446.5,0.021,886518209.0,2026-05-09
sh688779,688779.SH,五矿新能,电力设备,上交所,22639514446.5,0.021,609961126.0,2026-05-09
sz300850,300850.SZ,新强联,电力设备,深交所,22639514446.5,0.021,602001300.0,2026-05-09
sz300593,300593.SZ,新雷能,电力设备,深交所,22639514446.5,0.021,483821282.0,2026-05-09
sh600072,600072.SH,中船科技,电力设备,上交所,22639514446.5,0.021,444378439.0,2026-05-09
sh603601,603601.SH,再升科技,建筑材料,上交所,22639514446.5,0.021,4621896225.0,2026-05-09
sh601118,601118.SH,海南橡胶,农林牧渔,上交所,22639514446.5,0.021,601914844.0,2026-05-09
sh603290,603290.SH,斯达半导,电子,上交所,22639514446.5,0.021,971796533.0,2026-05-09
sh688172,688172.SH,燕东微,电子,上交所,22639514446.5,0.021,715097886.0,2026-05-09
sh688652,688652.SH,京仪装备,电子,上交所,22639514446.5,0.021,660452096.0,2026-05-09
sh688538,688538.SH,和辉光电,电子,上交所,22639514446.5,0.021,214569451.0,2026-05-09
sh600821,600821.SH,金开新能,公用事业,上交所,22639514446.5,0.021,1761924871.0,2026-05-09
sz002317,002317.SZ,众生药业,医药生物,深交所,22639514446.5,0.021,920665827.0,2026-05-09
sz300573,300573.SZ,兴齐眼药,医药生物,深交所,22639514446.5,0.021,425992814.0,2026-05-09
sh603301,603301.SH,振德医疗,医药生物,上交所,22639514446.5,0.021,148049069.0,2026-05-09
sh600529,600529.SH,山东药玻,医药生物,上交所,22639514446.5,0.021,105975586.0,2026-05-09
sh600380,600380.SH,健康元,医药生物,上交所,22639514446.5,0.021,103423801.0,2026-05-09
sh600970,600970.SH,中材国际,建筑装饰,上交所,22639514446.5,0.021,491676231.0,2026-05-09
sz301316,301316.SZ,慧博云通,计算机,深交所,22639514446.5,0.021,1090819755.0,2026-05-09
sz300229,300229.SZ,拓尔思,计算机,深交所,22639514446.5,0.021,810436157.0,2026-05-09
sz300468,300468.SZ,四方精创,计算机,深交所,22639514446.5,0.021,507582874.0,2026-05-09
sh601519,601519.SH,大智慧,计算机,上交所,22639514446.5,0.021,383484541.0,2026-05-09
sh603619,603619.SH,中曼石油,石油石化,上交所,22639514446.5,0.021,544375420.0,2026-05-09
sh600531,600531.SH,豫光金铅,有色金属,上交所,22639514446.5,0.021,1465391092.0,2026-05-09
sz002396,002396.SZ,星网锐捷,通信,深交所,22639514446.5,0.021,1240501902.0,2026-05-09
sh601880,601880.SH,辽港股份,交通运输,上交所,22639514446.5,0.021,306343915.0,2026-05-09
sz300113,300113.SZ,顺网科技,传媒,深交所,22639514446.5,0.021,1189697773.0,2026-05-09
sz000917,000917.SZ,电广传媒,传媒,深交所,22639514446.5,0.021,368444658.0,2026-05-09
sz000686,000686.SZ,东北证券,非银金融,深交所,22639514446.5,0.021,149075288.0,2026-05-09
sz002500,002500.SZ,山西证券,非银金融,深交所,22639514446.5,0.021,95103747.0,2026-05-09
sz002290,002290.SZ,禾盛新材,家用电器,深交所,22639514446.5,0.021,1150626988.0,2026-05-09
sz002312,002312.SZ,川发龙蟒,基础化工,深交所,22639514446.5,0.021,336063896.0,2026-05-09
sz002145,002145.SZ,钛能化学,基础化工,深交所,22639514446.5,0.021,210655384.0,2026-05-09
sz300144,300144.SZ,宋城演艺,社会服务,深交所,22639514446.5,0.021,131664683.0,2026-05-09
sh688297,688297.SH,中无人机,国防军工,上交所,22639514446.5,0.021,629708601.0,2026-05-09
sh600967,600967.SH,内蒙一机,国防军工,上交所,22639514446.5,0.021,468420170.0,2026-05-09
sz002969,002969.SZ,嘉美包装,轻工制造,深交所,22639514446.5,0.021,1806205229.0,2026-05-09
sh603195,603195.SH,公牛集团,轻工制造,上交所,22639514446.5,0.021,293301351.0,2026-05-09
sz002244,002244.SZ,滨江集团,房地产,深交所,21561442330.0,0.02,749335347.0,2026-05-09
sz300503,300503.SZ,昊志机电,机械设备,深交所,21561442330.0,0.02,2131993517.0,2026-05-09
sz300499,300499.SZ,高澜股份,机械设备,深交所,21561442330.0,0.02,1525261853.0,2026-05-09
sz002747,002747.SZ,埃斯顿,机械设备,深交所,21561442330.0,0.02,1080288696.0,2026-05-09
sz301200,301200.SZ,大族数控,机械设备,深交所,21561442330.0,0.02,904161647.0,2026-05-09
sh688559,688559.SH,海目星,机械设备,上交所,21561442330.0,0.02,559130611.0,2026-05-09
sz002498,002498.SZ,汉缆股份,电力设备,深交所,21561442330.0,0.02,1640220203.0,2026-05-09
sz300693,300693.SZ,盛弘股份,电力设备,深交所,21561442330.0,0.02,1384591783.0,2026-05-09
sh688275,688275.SH,万润新能,电力设备,上交所,21561442330.0,0.02,1262459151.0,2026-05-09
sz300005,300005.SZ,探路者,纺织服饰,深交所,21561442330.0,0.02,559050744.0,2026-05-09
sh600598,600598.SH,北大荒,农林牧渔,上交所,21561442330.0,0.02,337330313.0,2026-05-09
sz002299,002299.SZ,圣农发展,农林牧渔,深交所,21561442330.0,0.02,233985014.0,2026-05-09
sh600707,600707.SH,彩虹股份,电子,上交所,21561442330.0,0.02,1878436197.0,2026-05-09
sh600666,600666.SH,奥瑞德,电子,上交所,21561442330.0,0.02,1466354375.0,2026-05-09
sh603738,603738.SH,泰晶科技,电子,上交所,21561442330.0,0.02,930097985.0,2026-05-09
sh600552,600552.SH,凯盛科技,电子,上交所,21561442330.0,0.02,864473508.0,2026-05-09
sz002922,002922.SZ,伊戈尔,电子,深交所,21561442330.0,0.02,779699399.0,2026-05-09
sh688484,688484.SH,南芯科技,电子,上交所,21561442330.0,0.02,673394498.0,2026-05-09
sh600877,600877.SH,电科芯片,电子,上交所,21561442330.0,0.02,491291930.0,2026-05-09
sz000690,000690.SZ,宝新能源,公用事业,深交所,21561442330.0,0.02,873172072.0,2026-05-09
sz300676,300676.SZ,华大基因,医药生物,深交所,21561442330.0,0.02,689531622.0,2026-05-09
sz000513,000513.SZ,丽珠集团,医药生物,深交所,21561442330.0,0.02,298631558.0,2026-05-09
sh600329,600329.SH,达仁堂,医药生物,上交所,21561442330.0,0.02,136027165.0,2026-05-09
sz000628,000628.SZ,高新发展,建筑装饰,深交所,21561442330.0,0.02,1078642129.0,2026-05-09
sz300766,300766.SZ,每日互动,计算机,深交所,21561442330.0,0.02,1133300312.0,2026-05-09
sh600728,600728.SH,佳都科技,计算机,上交所,21561442330.0,0.02,222259225.0,2026-05-09
sz000970,000970.SZ,中科三环,有色金属,深交所,21561442330.0,0.02,287689147.0,2026-05-09
sz000070,000070.SZ,特发信息,通信,深交所,21561442330.0,0.02,3327161389.0,2026-05-09
sz002491,002491.SZ,通鼎互联,通信,深交所,21561442330.0,0.02,2361947009.0,2026-05-09
sz002115,002115.SZ,三维通信,通信,深交所,21561442330.0,0.02,2165812394.0,2026-05-09
sz300353,300353.SZ,东土科技,通信,深交所,21561442330.0,0.02,426595273.0,2026-05-09
sz000582,000582.SZ,北部湾港,交通运输,深交所,21561442330.0,0.02,1369663229.0,2026-05-09
sh600428,600428.SH,中远海特,交通运输,上交所,21561442330.0,0.02,424130605.0,2026-05-09
sz002120,002120.SZ,韵达股份,交通运输,深交所,21561442330.0,0.02,337894595.0,2026-05-09
sz300133,300133.SZ,华策影视,传媒,深交所,21561442330.0,0.02,1705695533.0,2026-05-09
sh600816,600816.SH,建元信托,非银金融,上交所,21561442330.0,0.02,501298941.0,2026-05-09
