代码,展示代码,名称,行业,中信细分行业,市场,板块,最新成交额,中证全指权重,概念数量,来源
sh600901,600901.SH,江苏金租,多元金融,非货币银行,上交所,,280502349.0,0.027,1,2000只样本池基础保留
sz002361,002361.SZ,神剑股份,化工原料,合成树脂,深交所,,7547372005.0,0.027,13,2000只样本池基础保留
sz000973,000973.SZ,佛塑科技,塑料,塑料薄膜,深交所,,1534270526.0,0.027,11,2000只样本池基础保留
sz002326,002326.SZ,永太科技,化工原料,氟化工,深交所,,1226721590.0,0.027,7,2000只样本池基础保留
sh603379,603379.SH,三美股份,化工原料,氟化工,上交所,,418051713.0,0.027,4,2000只样本池基础保留
sh603260,603260.SH,合盛硅业,化工原料,有机硅,上交所,,386394832.0,0.027,4,2000只样本池基础保留
sh603225,603225.SH,新凤鸣,化纤,涤纶,上交所,,321157088.0,0.027,2,2000只样本池基础保留
sh600316,600316.SH,洪都航空,航空,航空装备,上交所,,613915721.0,0.027,8,2000只样本池基础保留
sh600985,600985.SH,淮北矿业,煤炭开采,炼焦煤,上交所,,274253967.0,0.027,3,2000只样本池基础保留
sh600516,600516.SH,方大炭素,矿物制品,冶钢辅料,上交所,,323264372.0,0.027,11,2000只样本池基础保留
sh600246,600246.SH,万通发展,区域地产,住宅开发,上交所,,1408379226.0,0.026,10,2000只样本池基础保留
sz002342,002342.SZ,巨力索具,机械基件,金属制品,深交所,,7619006550.0,0.026,13,2000只样本池基础保留
sz002759,002759.SZ,天际股份,电气设备,电池化学品,深交所,,2740037485.0,0.026,5,2000只样本池基础保留
sh600110,600110.SH,诺德股份,电气设备,锂电池,上交所,,1867905896.0,0.026,13,2000只样本池基础保留
sh605196,605196.SH,华通线缆,电气设备,线缆部件及其他,上交所,,588785655.0,0.026,4,2000只样本池基础保留
sz002056,002056.SZ,横店东磁,电气设备,光伏电池组件,深交所,,451003919.0,0.026,18,2000只样本池基础保留
sz300184,300184.SZ,力源信息,元器件,其他电子,深交所,,1885747783.0,0.026,31,2000只样本池基础保留
sz002841,002841.SZ,视源股份,元器件,品牌消费电子,深交所,,169519845.0,0.026,16,2000只样本池基础保留
sh603392,603392.SH,万泰生物,生物制药,疫苗,上交所,,498406029.0,0.026,4,2000只样本池基础保留
sh600589,600589.SH,大位科技,软件服务,云基础设施服务,上交所,,4296947897.0,0.026,6,2000只样本池基础保留
sz300253,300253.SZ,卫宁健康,软件服务,行业应用软件,深交所,,1922795963.0,0.026,18,2000只样本池基础保留
sh688692,688692.SH,达梦数据,软件服务,基础软件,上交所,,1303186910.0,0.026,4,2000只样本池基础保留
sh600583,600583.SH,海油工程,石油开采,油气工程,上交所,,236860409.0,0.026,13,2000只样本池基础保留
sz000603,000603.SZ,盛达资源,铅锌,白银,深交所,,1318042306.0,0.026,2,2000只样本池基础保留
sz301205,301205.SZ,联特科技,通信设备,网络接配及塔设,深交所,,2973063921.0,0.026,5,2000只样本池基础保留
sh600986,600986.SH,浙文互联,互联网,互联网广告,上交所,,1746017172.0,0.026,21,2000只样本池基础保留
sz300182,300182.SZ,捷成股份,影视音像,影视制作,深交所,,998824884.0,0.026,22,2000只样本池基础保留
sz002739,002739.SZ,儒意电影,影视音像,发行院线,深交所,,240362904.0,0.026,8,2000只样本池基础保留
sh601456,601456.SH,国联民生,证券,证券,上交所,,190799277.0,0.026,2,2000只样本池基础保留
sh603486,603486.SH,科沃斯,家用电器,清洁小家电,上交所,,773678120.0,0.026,4,2000只样本池基础保留
sh603688,603688.SH,石英股份,矿物制品,非金属材料,上交所,,2966501492.0,0.026,4,2000只样本池基础保留
sz002430,002430.SZ,杭氧股份,化工机械,其他专用设备,深交所,,677363846.0,0.026,11,2000只样本池基础保留
sz002545,002545.SZ,东方铁塔,农药化肥,钾肥,深交所,,619157680.0,0.026,5,2000只样本池基础保留
sz002389,002389.SZ,航天彩虹,航空,航空装备,深交所,,960598409.0,0.026,14,2000只样本池基础保留
sh600435,600435.SH,北方导航,专用机械,地面兵装,上交所,,461413267.0,0.026,6,2000只样本池基础保留
sz000708,000708.SZ,中信特钢,特种钢,特钢,深交所,,228387825.0,0.026,7,2000只样本池基础保留
sz002611,002611.SZ,东方精工,轻工机械,印刷包装机械,深交所,,1623761508.0,0.025,19,2000只样本池基础保留
sz300776,300776.SZ,帝尔激光,专用机械,光伏加工设备,深交所,,1527627958.0,0.025,14,2000只样本池基础保留
sh600151,600151.SH,航天机电,汽车配件,光伏电池组件,上交所,,1085787485.0,0.025,7,2000只样本池基础保留
sz300035,300035.SZ,中科电气,电气设备,电池化学品,深交所,,718897131.0,0.025,9,2000只样本池基础保留
sh688303,688303.SH,大全能源,电气设备,光伏硅料,上交所,,422174683.0,0.025,3,2000只样本池基础保留
sh600801,600801.SH,华新建材,水泥,水泥制造,上交所,,368682336.0,0.025,3,2000只样本池基础保留
sz300903,300903.SZ,科翔股份,元器件,PCB,深交所,,2696270728.0,0.025,24,2000只样本池基础保留
sh688082,688082.SH,盛美上海,半导体,半导体设备,上交所,,1125533049.0,0.025,4,2000只样本池基础保留
sz300623,300623.SZ,捷捷微电,半导体,功率半导体,深交所,,979685518.0,0.025,9,2000只样本池基础保留
sz002947,002947.SZ,恒铭达,元器件,消费电子组件,深交所,,924439369.0,0.025,12,2000只样本池基础保留
sh600863,600863.SH,华能蒙电,火力发电,火力发电,上交所,,470143193.0,0.025,4,2000只样本池基础保留
sz002617,002617.SZ,露笑科技,电气设备,线缆部件及其他,深交所,,411764290.0,0.025,14,2000只样本池基础保留
sz300199,300199.SZ,翰宇药业,化学制药,化学制剂,深交所,,759158872.0,0.025,19,2000只样本池基础保留
sh688301,688301.SH,奕瑞科技,医疗保健,医疗设备,上交所,,274849506.0,0.025,1,2000只样本池基础保留
sz002536,002536.SZ,飞龙股份,汽车配件,底盘与发动机系统,深交所,,2071180807.0,0.025,16,2000只样本池基础保留
sh600170,600170.SH,上海建工,建筑工程,房屋建设,上交所,,451035833.0,0.025,22,2000只样本池基础保留
sz300469,300469.SZ,信息发展,软件服务,行业应用软件,深交所,,804717940.0,0.025,19,2000只样本池基础保留
sh688327,688327.SH,云从科技,软件服务,行业应用软件,上交所,,564987080.0,0.025,30,2000只样本池基础保留
sz002152,002152.SZ,广电运通,IT设备,其他IT设备,深交所,,310260897.0,0.025,37,2000只样本池基础保留
sh603568,603568.SH,伟明环保,环境保护,固废治理,上交所,,115062800.0,0.025,9,2000只样本池基础保留
sz300139,300139.SZ,晓程科技,黄金,黄金,深交所,,2032309145.0,0.025,6,2000只样本池基础保留
sz002171,002171.SZ,楚江新材,铜,铜,深交所,,400785380.0,0.025,22,2000只样本池基础保留
sh603236,603236.SH,移远通信,通信设备,通信终端及配件,上交所,,485558673.0,0.025,33,2000只样本池基础保留
sh601018,601018.SH,宁波港,港口,港口,上交所,,284844147.0,0.025,3,2000只样本池基础保留
sz301171,301171.SZ,易点天下,互联网,互联网广告,深交所,,6654581899.0,0.025,20,2000只样本池基础保留
sz300459,300459.SZ,汤姆猫,互联网,游戏,深交所,,956697030.0,0.025,28,2000只样本池基础保留
sz300413,300413.SZ,芒果超媒,影视音像,视频音频媒体,深交所,,349819510.0,0.025,24,2000只样本池基础保留
sz300773,300773.SZ,拉卡拉,软件服务,其他金融服务,深交所,,975627576.0,0.025,15,2000只样本池基础保留
sz002939,002939.SZ,长城证券,证券,证券,深交所,,142478316.0,0.025,0,2000只样本池基础保留
sz000422,000422.SZ,湖北宜化,农药化肥,磷肥及磷化工,深交所,,815527363.0,0.025,6,2000只样本池基础保留
sz000519,000519.SZ,中兵红箭,专用机械,地面兵装,深交所,,591250419.0,0.025,9,2000只样本池基础保留
sh603816,603816.SH,顾家家居,家居用品,家具,上交所,,357861596.0,0.025,4,2000只样本池基础保留
sh603605,603605.SH,珀莱雅,日用化工,化妆品,上交所,,201274220.0,0.025,2,2000只样本池基础保留
sh688531,688531.SH,日联科技,专用机械,其他专用设备,上交所,,1770015114.0,0.024,13,2000只样本池基础保留
sz002046,002046.SZ,国机精工,机械基件,机械基础件,深交所,,1104179615.0,0.024,19,2000只样本池基础保留
sh603298,603298.SH,杭叉集团,工程机械,工程机械整机,上交所,,552939516.0,0.024,6,2000只样本池基础保留
sh603338,603338.SH,浙江鼎力,工程机械,工程机械整机,上交所,,456136425.0,0.024,4,2000只样本池基础保留
sz001696,001696.SZ,宗申动力,摩托车,其他通用设备,深交所,,408844162.0,0.024,16,2000只样本池基础保留
sz002364,002364.SZ,中恒电气,电气设备,其他发电设备,深交所,,2069846980.0,0.024,21,2000只样本池基础保留
sh600550,600550.SH,保变电气,电气设备,输变电设备,上交所,,824489139.0,0.024,9,2000只样本池基础保留
sh601567,601567.SH,三星电气,电气设备,配电设备,上交所,,639569849.0,0.024,14,2000只样本池基础保留
sz300657,300657.SZ,弘信电子,元器件,PCB,深交所,,2559578649.0,0.024,32,2000只样本池基础保留
sz300398,300398.SZ,飞凯材料,化工原料,半导体材料,深交所,,2480351004.0,0.024,10,2000只样本池基础保留
sz301486,301486.SZ,致尚科技,元器件,消费电子组件,深交所,,1938357694.0,0.024,16,2000只样本池基础保留
sh688362,688362.SH,甬矽电子,半导体,半导体封测,上交所,,787289269.0,0.024,6,2000只样本池基础保留
sz300296,300296.SZ,利亚德,元器件,LED,深交所,,768134259.0,0.024,30,2000只样本池基础保留
sz301536,301536.SZ,星宸科技,半导体,集成电路设计,深交所,,665415293.0,0.024,23,2000只样本池基础保留
sh600995,600995.SH,南网储能,水力发电,水力发电,上交所,,559393012.0,0.024,6,2000只样本池基础保留
sz000591,000591.SZ,太阳能,新型电力,光伏发电,深交所,,523463695.0,0.024,10,2000只样本池基础保留
sz002603,002603.SZ,以岭药业,中成药,中药,深交所,,360248976.0,0.024,9,2000只样本池基础保留
sh603939,603939.SH,益丰药房,医药商业,线下药店,上交所,,282850454.0,0.024,2,2000只样本池基础保留
sh600161,600161.SH,天坛生物,生物制药,血液制品,上交所,,157411236.0,0.024,2,2000只样本池基础保留
sz301005,301005.SZ,超捷股份,汽车配件,其他汽车零部件,深交所,,2568038668.0,0.024,18,2000只样本池基础保留
sz000887,000887.SZ,中鼎股份,汽车配件,其他汽车零部件,深交所,,589962071.0,0.024,21,2000只样本池基础保留
sh603778,603778.SH,国晟科技,电气设备,光伏电池组件,上交所,,2049282197.0,0.024,8,2000只样本池基础保留
sh600667,600667.SH,太极实业,半导体,半导体封测,上交所,,1403204224.0,0.024,6,2000只样本池基础保留
sz300166,300166.SZ,东方国信,软件服务,行业应用软件,深交所,,3944720509.0,0.024,42,2000只样本池基础保留
sh600602,600602.SH,云赛智联,软件服务,云基础设施服务,上交所,,1069578956.0,0.024,23,2000只样本池基础保留
sz000997,000997.SZ,新 大 陆,IT设备,其他IT设备,深交所,,942314080.0,0.024,27,2000只样本池基础保留
sz002266,002266.SZ,浙富控股,环境保护,固废治理,深交所,,1399229524.0,0.024,13,2000只样本池基础保留
sh600961,600961.SH,株冶集团,铅锌,铅锌,上交所,,2746720288.0,0.024,1,2000只样本池基础保留
sz002237,002237.SZ,恒邦股份,黄金,黄金,深交所,,588308792.0,0.024,4,2000只样本池基础保留
sz002792,002792.SZ,通宇通讯,通信设备,网络接配及塔设,深交所,,3530055576.0,0.024,20,2000只样本池基础保留
sh600018,600018.SH,上港集团,港口,港口,上交所,,296994372.0,0.024,8,2000只样本池基础保留
sh601000,601000.SH,唐山港,港口,港口,上交所,,195277342.0,0.024,2,2000只样本池基础保留
sz002926,002926.SZ,华西证券,证券,证券,深交所,,103013504.0,0.024,0,2000只样本池基础保留
sh600155,600155.SH,华创云信,证券,证券,上交所,,102105811.0,0.024,3,2000只样本池基础保留
sh600546,600546.SH,山煤国际,煤炭开采,动力煤,上交所,,475733931.0,0.024,4,2000只样本池基础保留
sh601918,601918.SH,新集能源,煤炭开采,动力煤,上交所,,362717605.0,0.024,3,2000只样本池基础保留
sz000723,000723.SZ,美锦能源,焦炭加工,焦炭加工,深交所,,259464791.0,0.024,9,2000只样本池基础保留
sz002831,002831.SZ,裕同科技,广告包装,纸包装,深交所,,641776695.0,0.024,5,2000只样本池基础保留
sz002958,002958.SZ,青农商行,银行,农商行,深交所,,115623752.0,0.023,0,2000只样本池基础保留
sh601155,601155.SH,新城控股,区域地产,住宅开发,上交所,,273536079.0,0.023,4,2000只样本池基础保留
sh603613,603613.SH,国联股份,互联网,产联网平台服务,上交所,,575700424.0,0.023,12,2000只样本池基础保留
sh600343,600343.SH,航天动力,机械基件,其他通用设备,上交所,,2541415764.0,0.023,8,2000只样本池基础保留
sh688400,688400.SH,凌云光,专用机械,其他专用设备,上交所,,1761661578.0,0.023,22,2000只样本池基础保留
sh688257,688257.SH,新锐股份,机械基件,金属制品,上交所,,761999081.0,0.023,2,2000只样本池基础保留
sh688009,688009.SH,中国通号,运输设备,轨交设备,上交所,,196617290.0,0.023,6,2000只样本池基础保留
sh688063,688063.SH,派能科技,电气设备,锂电池,上交所,,1137195594.0,0.023,9,2000只样本池基础保留
sz002270,002270.SZ,华明装备,电气设备,输变电设备,深交所,,747280923.0,0.023,6,2000只样本池基础保留
sh688717,688717.SH,艾罗能源,电气设备,光伏逆变器,上交所,,677774744.0,0.023,4,2000只样本池基础保留
sz001301,001301.SZ,尚太科技,电气设备,电池化学品,深交所,,373978718.0,0.023,2,2000只样本池基础保留
sh601636,601636.SH,旗滨集团,玻璃,玻璃制造,上交所,,925072614.0,0.023,3,2000只样本池基础保留
sz002385,002385.SZ,大北农,饲料,畜禽饲料,深交所,,169875653.0,0.023,9,2000只样本池基础保留
sz300077,300077.SZ,国民技术,半导体,集成电路设计,深交所,,2100197061.0,0.023,29,2000只样本池基础保留
sh605111,605111.SH,新洁能,半导体,功率半导体,上交所,,1697100307.0,0.023,13,2000只样本池基础保留
sz300679,300679.SZ,电连技术,元器件,消费电子组件,深交所,,1246725193.0,0.023,12,2000只样本池基础保留
sh603061,603061.SH,金海通,半导体,半导体设备,上交所,,677899160.0,0.023,1,2000只样本池基础保留
sz002139,002139.SZ,拓邦股份,元器件,其他电子,深交所,,278816973.0,0.023,31,2000只样本池基础保留
sz300049,300049.SZ,福瑞医科,医疗保健,医疗设备,深交所,,835041002.0,0.023,5,2000只样本池基础保留
sz300558,300558.SZ,贝达药业,化学制药,化学制剂,深交所,,566383988.0,0.023,4,2000只样本池基础保留
sh600763,600763.SH,通策医疗,医疗保健,医院,上交所,,309826696.0,0.023,3,2000只样本池基础保留
sz002262,002262.SZ,恩华药业,化学制药,化学制剂,深交所,,258006936.0,0.023,4,2000只样本池基础保留
sz000901,000901.SZ,航天科技,汽车配件,汽车电子电气系统,深交所,,1653802317.0,0.023,15,2000只样本池基础保留
sh688615,688615.SH,合合信息,软件服务,行业应用软件,上交所,,1506324253.0,0.023,9,2000只样本池基础保留
sz300277,300277.SZ,汽轮科技,机械基件,其他通用设备,深交所,,531265686.0,0.023,3,2000只样本池基础保留
sh600008,600008.SH,首创环保,水务,水务,上交所,,286766740.0,0.023,13,2000只样本池基础保留
sz000962,000962.SZ,东方钽业,小金属,其他金属,深交所,,866672484.0,0.023,11,2000只样本池基础保留
sz000737,000737.SZ,北方铜业,铜,铜,深交所,,842332199.0,0.023,3,2000只样本池基础保留
sz300315,300315.SZ,掌趣科技,互联网,游戏,深交所,,552719048.0,0.023,9,2000只样本池基础保留
