序号,代码,展示代码,名称,市场,行业,入池类型,入池批次,来源,来源行号,是否启用,更新频率,最新价,涨跌幅,涨跌额,成交量,成交额,最高,最低,今开,昨收,市盈率,量比,换手率,快照生成时间,本池生成时间
104,sh601800,601800.SH,中国交建,上交所,基础建设,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,104,True,每个交易日盘后；必须早于收盘短线观察报告生成,6.89,-0.14,-0.01,441361,304524892.0,6.92,6.89,6.9,6.9,6.83,1.21,0.37,2026-05-11 13:28:35,2026-05-12 07:11:40
105,sz002051,002051.SZ,中工国际,深交所,专业工程,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,105,True,每个交易日盘后；必须早于收盘短线观察报告生成,11.71,-1.35,-0.16,532608,626700434.81,11.96,11.62,11.62,11.87,46.37,1.13,4.3,2026-05-11 13:28:35,2026-05-12 07:11:40
106,sh603568,603568.SH,伟明环保,上交所,环境治理,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,106,True,每个交易日盘后；必须早于收盘短线观察报告生成,21.03,-1.17,-0.25,40713,86086811.0,21.39,20.95,21.27,21.28,20.46,0.78,0.24,2026-05-11 13:28:35,2026-05-12 07:11:40
107,sh603588,603588.SH,高能环境,上交所,环境治理,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,107,True,每个交易日盘后；必须早于收盘短线观察报告生成,14.58,-2.86,-0.43,419788,615448491.0,14.98,14.5,14.9,15.01,9.21,1.24,2.76,2026-05-11 13:28:35,2026-05-12 07:11:40
108,sz002973,002973.SZ,侨银股份,深交所,环境治理,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,108,True,每个交易日盘后；必须早于收盘短线观察报告生成,12.7,0.87,0.11,40985,51905276.0,12.87,12.46,12.61,12.59,37.25,1.77,1.29,2026-05-11 13:28:35,2026-05-12 07:11:40
109,sz002555,002555.SZ,三七互娱,深交所,游戏Ⅱ,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,109,True,每个交易日盘后；必须早于收盘短线观察报告生成,21.93,-1.88,-0.42,373462,820550036.12,22.28,21.85,22.25,22.35,13.89,1.26,2.35,2026-05-11 13:28:35,2026-05-12 07:11:40
110,sz002602,002602.SZ,世纪华通,深交所,游戏Ⅱ,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,110,True,每个交易日盘后；必须早于收盘短线观察报告生成,15.21,-4.7,-0.75,2278033,3434393789.33,15.46,14.72,15.46,15.96,13.82,1.96,3.35,2026-05-11 13:28:35,2026-05-12 07:11:40
111,sz300364,300364.SZ,中文在线,深交所,数字媒体,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,111,True,每个交易日盘后；必须早于收盘短线观察报告生成,30.99,-1.24,-0.39,462689,1448756056.15,32.04,30.88,31.64,31.38,-123.16,1.21,7.01,2026-05-11 13:28:35,2026-05-12 07:11:40
112,sz002345,002345.SZ,潮宏基,深交所,饰品,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,112,True,每个交易日盘后；必须早于收盘短线观察报告生成,10.12,-3.53,-0.37,180831,185276204.0,10.49,10.1,10.48,10.49,8.53,1.02,2.09,2026-05-11 13:28:35,2026-05-12 07:11:40
113,sh600612,600612.SH,老凤祥,上交所,饰品,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,113,True,每个交易日盘后；必须早于收盘短线观察报告生成,38.85,-1.02,-0.4,10314,40125371.0,39.26,38.79,39.26,39.25,9.29,1.19,0.33,2026-05-11 13:28:35,2026-05-12 07:11:40
114,sz002867,002867.SZ,周大生,深交所,饰品,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,114,True,每个交易日盘后；必须早于收盘短线观察报告生成,13.23,0.0,0.0,85124,112317831.96,13.4,12.99,13.23,13.23,12.24,0.48,0.79,2026-05-11 13:28:35,2026-05-12 07:11:40
115,sh600795,600795.SH,国电电力,上交所,电力,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,115,True,每个交易日盘后；必须早于收盘短线观察报告生成,4.95,1.43,0.07,1529505,754909315.0,4.97,4.86,4.9,4.88,15.79,1.21,0.86,2026-05-11 13:28:35,2026-05-12 07:11:40
116,sh601985,601985.SH,中国核电,上交所,电力,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,116,True,每个交易日盘后；必须早于收盘短线观察报告生成,9.17,1.1,0.1,1161732,1066620269.0,9.27,9.03,9.07,9.07,22.84,1.32,0.62,2026-05-11 13:28:35,2026-05-12 07:11:40
117,sz003816,003816.SZ,中国广核,深交所,电力,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,117,True,每个交易日盘后；必须早于收盘短线观察报告生成,4.74,1.28,0.06,903491,427864995.01,4.77,4.65,4.68,4.68,21.83,0.9,0.23,2026-05-11 13:28:35,2026-05-12 07:11:40
118,sh600483,600483.SH,福能股份,上交所,电力,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,118,True,每个交易日盘后；必须早于收盘短线观察报告生成,10.21,0.89,0.09,288137,294295015.0,10.33,10.06,10.09,10.12,10.92,1.7,1.04,2026-05-11 13:28:35,2026-05-12 07:11:40
119,sz002003,002003.SZ,伟星股份,深交所,纺织制造,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,119,True,每个交易日盘后；必须早于收盘短线观察报告生成,9.7,-1.52,-0.15,149619,145340343.0,9.9,9.62,9.85,9.85,30.97,2.1,1.46,2026-05-11 13:28:35,2026-05-12 07:11:40
120,sz300979,300979.SZ,华利集团,深交所,纺织制造,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,120,True,每个交易日盘后；必须早于收盘短线观察报告生成,39.04,2.85,1.08,41865,160139279.73,39.33,37.58,38.0,37.96,29.66,2.17,0.36,2026-05-11 13:28:35,2026-05-12 07:11:40
121,sh600398,600398.SH,XD海澜之,上交所,服装家纺,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,121,True,每个交易日盘后；必须早于收盘短线观察报告生成,6.14,-0.97,-0.06,309469,190241910.0,6.23,6.1,6.23,6.2,7.77,1.21,0.64,2026-05-11 13:28:35,2026-05-12 07:11:40
122,sz000651,000651.SZ,格力电器,深交所,白色家电,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,122,True,每个交易日盘后；必须早于收盘短线观察报告生成,40.48,1.43,0.57,488387,1972635045.93,40.7,39.6,39.85,39.91,9.32,0.93,0.88,2026-05-11 13:28:35,2026-05-12 07:11:40
123,sz002050,002050.SZ,三花智控,深交所,家电零部件Ⅱ,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,123,True,每个交易日盘后；必须早于收盘短线观察报告生成,51.03,-1.28,-0.66,1416071,7272172900.78,51.89,50.93,51.74,51.69,57.87,1.32,3.84,2026-05-11 13:28:35,2026-05-12 07:11:40
124,sh688017,688017.SH,绿的谐波,上交所,自动化设备,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,124,True,每个交易日盘后；必须早于收盘短线观察报告生成,270.69,2.93,7.7,114647,3099707189.0,277.77,260.21,265.86,262.99,380.17,2.02,6.25,2026-05-11 13:28:35,2026-05-12 07:11:40
125,sh688099,688099.SH,晶晨股份,上交所,半导体,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,125,True,每个交易日盘后；必须早于收盘短线观察报告生成,112.89,0.17,0.19,174665,1983054123.0,116.36,111.6,113.0,112.7,68.62,1.07,4.15,2026-05-11 13:28:35,2026-05-12 07:11:40
126,sh688126,688126.SH,沪硅产业,上交所,半导体,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,126,True,每个交易日盘后；必须早于收盘短线观察报告生成,24.29,5.65,1.3,1325023,3189815780.0,25.1,23.02,23.97,22.99,-41.54,2.31,4.85,2026-05-11 13:28:35,2026-05-12 07:11:40
127,sh688220,688220.SH,翱捷科技-U,上交所,半导体,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,127,True,每个交易日盘后；必须早于收盘短线观察报告生成,105.38,2.37,2.44,126846,1316652801.0,106.6,101.51,104.86,102.94,-393.32,1.16,3.44,2026-05-11 13:28:35,2026-05-12 07:11:40
128,sh688615,688615.SH,合合信息,上交所,软件开发,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,128,True,每个交易日盘后；必须早于收盘短线观察报告生成,148.3,0.56,0.83,66125,975314312.0,150.68,145.01,147.47,147.47,46.81,1.26,4.89,2026-05-11 13:28:35,2026-05-12 07:11:40
129,sh688702,688702.SH,盛科通信-U,上交所,半导体,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,129,True,每个交易日盘后；必须早于收盘短线观察报告生成,309.11,0.4,1.23,100783,3160400165.0,328.36,299.9,315.0,307.88,-1860.51,1.52,4.96,2026-05-11 13:28:35,2026-05-12 07:11:40
130,sz002428,002428.SZ,云南锗业,深交所,小金属,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,130,True,每个交易日盘后；必须早于收盘短线观察报告生成,90.0,4.57,3.93,883965,7911668881.51,92.0,86.6,88.5,86.07,1613.6,1.38,13.54,2026-05-11 13:28:35,2026-05-12 07:11:40
