所属池,代码,展示代码,名称,市场,行业,细分领域,名单分类,来源,入池理由,评分,阶段用途
300只试运行池,sz000029,000029.SZ,深深房Ａ,深交所,主板,,,深交所官方证券列表,成交活跃、市值代表性和行业覆盖综合入池,40.0,盘后主输入；指标扩面目标
300只试运行池,sz300001,300001.SZ,特锐德,深交所,创业板,,,深交所官方证券列表,成交活跃、市值代表性和行业覆盖综合入池,40.0,盘后主输入；指标扩面目标
300只试运行池,sz300002,300002.SZ,神州泰岳,深交所,创业板,,,深交所官方证券列表,成交活跃、市值代表性和行业覆盖综合入池,40.0,盘后主输入；指标扩面目标
300只试运行池,sz300003,300003.SZ,乐普医疗,深交所,创业板,,,深交所官方证券列表,成交活跃、市值代表性和行业覆盖综合入池,40.0,盘后主输入；指标扩面目标
300只试运行池,sz300004,300004.SZ,南风股份,深交所,创业板,,,深交所官方证券列表,成交活跃、市值代表性和行业覆盖综合入池,40.0,盘后主输入；指标扩面目标
300只试运行池,sz300005,300005.SZ,探路者,深交所,创业板,,,深交所官方证券列表,成交活跃、市值代表性和行业覆盖综合入池,40.0,盘后主输入；指标扩面目标
300只试运行池,sz300006,300006.SZ,莱美药业,深交所,创业板,,,深交所官方证券列表,成交活跃、市值代表性和行业覆盖综合入池,40.0,盘后主输入；指标扩面目标
300只试运行池,sz300007,300007.SZ,汉威科技,深交所,创业板,,,深交所官方证券列表,成交活跃、市值代表性和行业覆盖综合入池,40.0,盘后主输入；指标扩面目标
300只试运行池,sz300008,300008.SZ,天海防务,深交所,创业板,,,深交所官方证券列表,成交活跃、市值代表性和行业覆盖综合入池,40.0,盘后主输入；指标扩面目标
300只试运行池,sz300009,300009.SZ,安科生物,深交所,创业板,,,深交所官方证券列表,成交活跃、市值代表性和行业覆盖综合入池,40.0,盘后主输入；指标扩面目标
300只试运行池,sz300010,300010.SZ,豆神教育,深交所,创业板,,,深交所官方证券列表,成交活跃、市值代表性和行业覆盖综合入池,40.0,盘后主输入；指标扩面目标
300只试运行池,sz300011,300011.SZ,鼎汉技术,深交所,创业板,,,深交所官方证券列表,成交活跃、市值代表性和行业覆盖综合入池,40.0,盘后主输入；指标扩面目标
300只试运行池,sz300012,300012.SZ,华测检测,深交所,创业板,,,深交所官方证券列表,成交活跃、市值代表性和行业覆盖综合入池,40.0,盘后主输入；指标扩面目标
300只试运行池,sz300013,300013.SZ,新宁物流,深交所,创业板,,,深交所官方证券列表,成交活跃、市值代表性和行业覆盖综合入池,40.0,盘后主输入；指标扩面目标
300只试运行池,sz300014,300014.SZ,亿纬锂能,深交所,创业板,,,深交所官方证券列表,成交活跃、市值代表性和行业覆盖综合入池,40.0,盘后主输入；指标扩面目标
300只试运行池,sz300015,300015.SZ,爱尔眼科,深交所,创业板,,,深交所官方证券列表,成交活跃、市值代表性和行业覆盖综合入池,40.0,盘后主输入；指标扩面目标
300只试运行池,sz300016,300016.SZ,北陆药业,深交所,创业板,,,深交所官方证券列表,成交活跃、市值代表性和行业覆盖综合入池,40.0,盘后主输入；指标扩面目标
300只试运行池,sz300017,300017.SZ,网宿科技,深交所,创业板,,,深交所官方证券列表,成交活跃、市值代表性和行业覆盖综合入池,40.0,盘后主输入；指标扩面目标
300只试运行池,sz300018,300018.SZ,中元股份,深交所,创业板,,,深交所官方证券列表,成交活跃、市值代表性和行业覆盖综合入池,40.0,盘后主输入；指标扩面目标
300只试运行池,sz000030,000030.SZ,富奥股份,深交所,主板,,,深交所官方证券列表,行业分散后补齐试运行池规模,40.0,盘后主输入；指标扩面目标
300只试运行池,sz000031,000031.SZ,大悦城,深交所,主板,,,深交所官方证券列表,行业分散后补齐试运行池规模,40.0,盘后主输入；指标扩面目标
300只试运行池,sz000032,000032.SZ,深桑达Ａ,深交所,主板,,,深交所官方证券列表,行业分散后补齐试运行池规模,40.0,盘后主输入；指标扩面目标
300只试运行池,sz000034,000034.SZ,神州数码,深交所,主板,,,深交所官方证券列表,行业分散后补齐试运行池规模,40.0,盘后主输入；指标扩面目标
300只试运行池,sz000035,000035.SZ,中国天楹,深交所,主板,,,深交所官方证券列表,行业分散后补齐试运行池规模,40.0,盘后主输入；指标扩面目标
300只试运行池,sz000036,000036.SZ,华联控股,深交所,主板,,,深交所官方证券列表,行业分散后补齐试运行池规模,40.0,盘后主输入；指标扩面目标
300只试运行池,sz000037,000037.SZ,深南电A,深交所,主板,,,深交所官方证券列表,行业分散后补齐试运行池规模,40.0,盘后主输入；指标扩面目标
300只试运行池,sz000039,000039.SZ,中集集团,深交所,主板,,,深交所官方证券列表,行业分散后补齐试运行池规模,40.0,盘后主输入；指标扩面目标
300只试运行池,sz000042,000042.SZ,中洲控股,深交所,主板,,,深交所官方证券列表,行业分散后补齐试运行池规模,40.0,盘后主输入；指标扩面目标
300只试运行池,sz000045,000045.SZ,深纺织Ａ,深交所,主板,,,深交所官方证券列表,行业分散后补齐试运行池规模,40.0,盘后主输入；指标扩面目标
300只试运行池,sz000048,000048.SZ,京基智农,深交所,主板,,,深交所官方证券列表,行业分散后补齐试运行池规模,40.0,盘后主输入；指标扩面目标
300只试运行池,sz000049,000049.SZ,德赛电池,深交所,主板,,,深交所官方证券列表,行业分散后补齐试运行池规模,40.0,盘后主输入；指标扩面目标
300只试运行池,sz000050,000050.SZ,深天马Ａ,深交所,主板,,,深交所官方证券列表,行业分散后补齐试运行池规模,40.0,盘后主输入；指标扩面目标
300只试运行池,sz000055,000055.SZ,方大集团,深交所,主板,,,深交所官方证券列表,行业分散后补齐试运行池规模,40.0,盘后主输入；指标扩面目标
300只试运行池,sz000058,000058.SZ,深赛格,深交所,主板,,,深交所官方证券列表,行业分散后补齐试运行池规模,40.0,盘后主输入；指标扩面目标
300只试运行池,sz000059,000059.SZ,华锦股份,深交所,主板,,,深交所官方证券列表,行业分散后补齐试运行池规模,40.0,盘后主输入；指标扩面目标
300只试运行池,sz000060,000060.SZ,中金岭南,深交所,主板,,,深交所官方证券列表,行业分散后补齐试运行池规模,40.0,盘后主输入；指标扩面目标
300只试运行池,sz000061,000061.SZ,农产品,深交所,主板,,,深交所官方证券列表,行业分散后补齐试运行池规模,40.0,盘后主输入；指标扩面目标
300只试运行池,sz000062,000062.SZ,深圳华强,深交所,主板,,,深交所官方证券列表,行业分散后补齐试运行池规模,40.0,盘后主输入；指标扩面目标
300只试运行池,sz000063,000063.SZ,中兴通讯,深交所,主板,,,深交所官方证券列表,行业分散后补齐试运行池规模,40.0,盘后主输入；指标扩面目标
300只试运行池,sz000065,000065.SZ,北方国际,深交所,主板,,,深交所官方证券列表,行业分散后补齐试运行池规模,40.0,盘后主输入；指标扩面目标
300只试运行池,sz000066,000066.SZ,中国长城,深交所,主板,,,深交所官方证券列表,行业分散后补齐试运行池规模,40.0,盘后主输入；指标扩面目标
300只试运行池,sz000068,000068.SZ,华控赛格,深交所,主板,,,深交所官方证券列表,行业分散后补齐试运行池规模,40.0,盘后主输入；指标扩面目标
300只试运行池,sz000069,000069.SZ,华侨城Ａ,深交所,主板,,,深交所官方证券列表,行业分散后补齐试运行池规模,40.0,盘后主输入；指标扩面目标
300只试运行池,sz000070,000070.SZ,特发信息,深交所,主板,,,深交所官方证券列表,行业分散后补齐试运行池规模,40.0,盘后主输入；指标扩面目标
300只试运行池,sz000078,000078.SZ,海王生物,深交所,主板,,,深交所官方证券列表,行业分散后补齐试运行池规模,40.0,盘后主输入；指标扩面目标
300只试运行池,sz000088,000088.SZ,盐田港,深交所,主板,,,深交所官方证券列表,行业分散后补齐试运行池规模,40.0,盘后主输入；指标扩面目标
300只试运行池,sz000089,000089.SZ,深圳机场,深交所,主板,,,深交所官方证券列表,行业分散后补齐试运行池规模,40.0,盘后主输入；指标扩面目标
300只试运行池,sz000090,000090.SZ,天健集团,深交所,主板,,,深交所官方证券列表,行业分散后补齐试运行池规模,40.0,盘后主输入；指标扩面目标
300只试运行池,sz000096,000096.SZ,广聚能源,深交所,主板,,,深交所官方证券列表,行业分散后补齐试运行池规模,40.0,盘后主输入；指标扩面目标
300只试运行池,sz000099,000099.SZ,中信海直,深交所,主板,,,深交所官方证券列表,行业分散后补齐试运行池规模,40.0,盘后主输入；指标扩面目标
300只试运行池,sz000100,000100.SZ,TCL科技,深交所,主板,,,深交所官方证券列表,行业分散后补齐试运行池规模,40.0,盘后主输入；指标扩面目标
300只试运行池,sz000151,000151.SZ,中成股份,深交所,主板,,,深交所官方证券列表,行业分散后补齐试运行池规模,40.0,盘后主输入；指标扩面目标
300只试运行池,sz000153,000153.SZ,丰原药业,深交所,主板,,,深交所官方证券列表,行业分散后补齐试运行池规模,40.0,盘后主输入；指标扩面目标
300只试运行池,sz000155,000155.SZ,川能动力,深交所,主板,,,深交所官方证券列表,行业分散后补齐试运行池规模,40.0,盘后主输入；指标扩面目标
300只试运行池,sz000156,000156.SZ,华数传媒,深交所,主板,,,深交所官方证券列表,行业分散后补齐试运行池规模,40.0,盘后主输入；指标扩面目标
300只试运行池,sz000157,000157.SZ,中联重科,深交所,主板,,,深交所官方证券列表,行业分散后补齐试运行池规模,40.0,盘后主输入；指标扩面目标
300只试运行池,sz000158,000158.SZ,常山北明,深交所,主板,,,深交所官方证券列表,行业分散后补齐试运行池规模,40.0,盘后主输入；指标扩面目标
300只试运行池,sz000159,000159.SZ,国际实业,深交所,主板,,,深交所官方证券列表,行业分散后补齐试运行池规模,40.0,盘后主输入；指标扩面目标
300只试运行池,sz000166,000166.SZ,申万宏源,深交所,主板,,,深交所官方证券列表,行业分散后补齐试运行池规模,40.0,盘后主输入；指标扩面目标
300只试运行池,sz000301,000301.SZ,东方盛虹,深交所,主板,,,深交所官方证券列表,行业分散后补齐试运行池规模,40.0,盘后主输入；指标扩面目标
300只试运行池,sz000333,000333.SZ,美的集团,深交所,主板,,,深交所官方证券列表,行业分散后补齐试运行池规模,40.0,盘后主输入；指标扩面目标
300只试运行池,sz000338,000338.SZ,潍柴动力,深交所,主板,,,深交所官方证券列表,行业分散后补齐试运行池规模,40.0,盘后主输入；指标扩面目标
300只试运行池,sz000400,000400.SZ,许继电气,深交所,主板,,,深交所官方证券列表,行业分散后补齐试运行池规模,40.0,盘后主输入；指标扩面目标
300只试运行池,sz000401,000401.SZ,金隅冀东,深交所,主板,,,深交所官方证券列表,行业分散后补齐试运行池规模,40.0,盘后主输入；指标扩面目标
300只试运行池,sz000402,000402.SZ,金融街,深交所,主板,,,深交所官方证券列表,行业分散后补齐试运行池规模,40.0,盘后主输入；指标扩面目标
300只试运行池,sz000403,000403.SZ,派林生物,深交所,主板,,,深交所官方证券列表,行业分散后补齐试运行池规模,40.0,盘后主输入；指标扩面目标
300只试运行池,sz000404,000404.SZ,长虹华意,深交所,主板,,,深交所官方证券列表,行业分散后补齐试运行池规模,40.0,盘后主输入；指标扩面目标
300只试运行池,sz000407,000407.SZ,胜利股份,深交所,主板,,,深交所官方证券列表,行业分散后补齐试运行池规模,40.0,盘后主输入；指标扩面目标
300只试运行池,sz000408,000408.SZ,藏格矿业,深交所,主板,,,深交所官方证券列表,行业分散后补齐试运行池规模,40.0,盘后主输入；指标扩面目标
300只试运行池,sz000409,000409.SZ,云鼎科技,深交所,主板,,,深交所官方证券列表,行业分散后补齐试运行池规模,40.0,盘后主输入；指标扩面目标
300只试运行池,sz000410,000410.SZ,沈阳机床,深交所,主板,,,深交所官方证券列表,行业分散后补齐试运行池规模,40.0,盘后主输入；指标扩面目标
300只试运行池,sz000411,000411.SZ,英特集团,深交所,主板,,,深交所官方证券列表,行业分散后补齐试运行池规模,40.0,盘后主输入；指标扩面目标
300只试运行池,sz000415,000415.SZ,渤海租赁,深交所,主板,,,深交所官方证券列表,行业分散后补齐试运行池规模,40.0,盘后主输入；指标扩面目标
300只试运行池,sz000417,000417.SZ,合百集团,深交所,主板,,,深交所官方证券列表,行业分散后补齐试运行池规模,40.0,盘后主输入；指标扩面目标
300只试运行池,sz000419,000419.SZ,通程控股,深交所,主板,,,深交所官方证券列表,行业分散后补齐试运行池规模,40.0,盘后主输入；指标扩面目标
300只试运行池,sz000420,000420.SZ,吉林化纤,深交所,主板,,,深交所官方证券列表,行业分散后补齐试运行池规模,40.0,盘后主输入；指标扩面目标
300只试运行池,sz000421,000421.SZ,南京公用,深交所,主板,,,深交所官方证券列表,行业分散后补齐试运行池规模,40.0,盘后主输入；指标扩面目标
