"代码","展示代码","名称","市场","行业","细分领域","名单分类","来源","入池理由","评分","所属池","阶段用途"
"sh688777","688777.SH","中控技术","","科创板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh688778","688778.SH","厦钨新能","","科创板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh688795","688795.SH","摩尔线程","","半导体","全功能GPU","AI算力","""user_enhance""；""strategic""","用户增强观察池重点关注；未纳入L8指数基底池；AI算力；全功能GPU","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh688802","688802.SH","沐曦股份","","半导体","GPU训练+推理","AI算力","""user_enhance""；""strategic""","用户增强观察池重点关注；未纳入L8指数基底池；AI算力；GPU训练+推理","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh688819","688819.SH","天能股份","","科创板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh688981","688981.SH","中芯国际","","半导体","晶圆代工","半导体","""user_enhance""；""index_base""","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh689009","689009.SH","九号公司","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000001","000001.SZ","平安银行","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000002","000002.SZ","万科A","","房地产","房地产开发","基建/建材/地产","""user_enhance""；""index_base""","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000009","000009.SZ","中国宝安","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000021","000021.SZ","深科技","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000027","000027.SZ","深圳能源","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000032","000032.SZ","深桑达A","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000034","000034.SZ","神州数码","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000039","000039.SZ","中集集团","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000050","000050.SZ","深天马A","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000060","000060.SZ","中金岭南","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000062","000062.SZ","深圳华强","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000063","000063.SZ","中兴通讯","","通信","通信设备+6G","通信","""user_enhance""；""index_base""","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000088","000088.SZ","盐田港","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000100","000100.SZ","TCL科技","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000155","000155.SZ","川能动力","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000157","000157.SZ","中联重科","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000166","000166.SZ","申万宏源","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000301","000301.SZ","东方盛虹","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000333","000333.SZ","美的集团","","家用电器","白色家电","大消费","""user_enhance""；""index_base""","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000338","000338.SZ","潍柴动力","","汽车","重卡发动机","汽车","""user_enhance""；""index_base""","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000400","000400.SZ","许继电气","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000408","000408.SZ","藏格矿业","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000415","000415.SZ","渤海租赁","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000423","000423.SZ","东阿阿胶","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000425","000425.SZ","徐工机械","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000426","000426.SZ","兴业银锡","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000429","000429.SZ","粤高速A","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000513","000513.SZ","丽珠集团","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000519","000519.SZ","中兵红箭","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000528","000528.SZ","柳工","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000537","000537.SZ","绿发电力","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000538","000538.SZ","云南白药","","医药医疗","中药","医药/医疗","""user_enhance""；""index_base""","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000539","000539.SZ","粤电力A","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000559","000559.SZ","万向钱潮","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000563","000563.SZ","陕国投A","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000568","000568.SZ","泸州老窖","","食品饮料","白酒","大消费","""user_enhance""；""index_base""","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000582","000582.SZ","北部湾港","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000591","000591.SZ","太阳能","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000596","000596.SZ","古井贡酒","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000598","000598.SZ","兴蓉环境","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000617","000617.SZ","中油资本","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000623","000623.SZ","吉林敖东","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000625","000625.SZ","长安汽车","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000629","000629.SZ","钒钛股份","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000630","000630.SZ","铜陵有色","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000651","000651.SZ","格力电器","","家用电器","空调","家用电器","""user_enhance""；""index_base""","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000657","000657.SZ","中钨高新","","主板","","历史重点关注","""user_enhance""；""index_base""","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000661","000661.SZ","长春高新","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000683","000683.SZ","博源化工","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000703","000703.SZ","恒逸石化","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000708","000708.SZ","中信特钢","","钢铁","特钢龙头","钢铁","""user_enhance""；""index_base""","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000709","000709.SZ","河钢股份","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000723","000723.SZ","美锦能源","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000725","000725.SZ","京东方A","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000728","000728.SZ","国元证券","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000729","000729.SZ","燕京啤酒","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000733","000733.SZ","振华科技","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000738","000738.SZ","航发控制","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000739","000739.SZ","普洛药业","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000750","000750.SZ","国海证券","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000768","000768.SZ","中航西飞","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000776","000776.SZ","广发证券","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000783","000783.SZ","长江证券","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000785","000785.SZ","居然智家","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000786","000786.SZ","北新建材","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000792","000792.SZ","盐湖股份","","有色金属","盐湖提锂","资源/材料","""user_enhance""；""index_base""","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000807","000807.SZ","云铝股份","","有色金属","电解铝","有色金属","""user_enhance""；""index_base""","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000825","000825.SZ","太钢不锈","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000830","000830.SZ","鲁西化工","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000831","000831.SZ","中国稀土","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000837","000837.SZ","秦川机床","","机械设备","精密磨床+主轴","机械设备","""user_enhance""；""strategic""","用户增强观察池重点关注；未纳入L8指数基底池；机械设备；精密磨床+主轴","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000858","000858.SZ","五粮液","","食品饮料","白酒","大消费","""user_enhance""；""index_base""","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000876","000876.SZ","新 希 望","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000878","000878.SZ","云南铜业","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sz000883","000883.SZ","湖北能源","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
