股票代码,板块类别,类别代码,板块名称,板块代码,来源文件,行业名称,细分行业名称
sh600018,概念板块,GN,通达信88,880515,infoharbor_block.dat,港口,港口
sh600030,概念板块,GN,通达信88,880515,infoharbor_block.dat,证券,证券
sh600036,概念板块,GN,通达信88,880515,infoharbor_block.dat,银行,股份制银行
sh600039,概念板块,GN,通达信88,880515,infoharbor_block.dat,建筑工程,基建工程
sh600221,概念板块,GN,通达信88,880515,infoharbor_block.dat,空运,航空运输
sh600276,概念板块,GN,通达信88,880515,infoharbor_block.dat,化学制药,化学制剂
sh600323,概念板块,GN,通达信88,880515,infoharbor_block.dat,环境保护,固废治理
sh600346,概念板块,GN,通达信88,880515,infoharbor_block.dat,石油加工,炼油化工
sh600388,概念板块,GN,通达信88,880515,infoharbor_block.dat,环境保护,环保设备
sh600415,概念板块,GN,通达信88,880515,infoharbor_block.dat,商品城,商业物业经营
sh600461,概念板块,GN,通达信88,880515,infoharbor_block.dat,水务,水务
sh600519,概念板块,GN,通达信88,880515,infoharbor_block.dat,白酒,白酒
sh600585,概念板块,GN,通达信88,880515,infoharbor_block.dat,水泥,水泥制造
sh600673,概念板块,GN,通达信88,880515,infoharbor_block.dat,综合类,综合类
sh600754,概念板块,GN,通达信88,880515,infoharbor_block.dat,酒店餐饮,酒店
sh600760,概念板块,GN,通达信88,880515,infoharbor_block.dat,航空,航空装备
sh600803,概念板块,GN,通达信88,880515,infoharbor_block.dat,供气供热,燃气
sh600809,概念板块,GN,通达信88,880515,infoharbor_block.dat,白酒,白酒
sh600895,概念板块,GN,通达信88,880515,infoharbor_block.dat,园区开发,产业地产
sh600900,概念板块,GN,通达信88,880515,infoharbor_block.dat,水力发电,水力发电
sh600901,概念板块,GN,通达信88,880515,infoharbor_block.dat,多元金融,非货币银行
sh600916,概念板块,GN,通达信88,880515,infoharbor_block.dat,服饰,钟表珠宝
sh600968,概念板块,GN,通达信88,880515,infoharbor_block.dat,石油开采,油田服务
sh600989,概念板块,GN,通达信88,880515,infoharbor_block.dat,化工原料,煤化工
sh601061,概念板块,GN,通达信88,880515,infoharbor_block.dat,商贸代理,贸易
sh601127,概念板块,GN,通达信88,880515,infoharbor_block.dat,汽车整车,综合乘用车
sh601155,概念板块,GN,通达信88,880515,infoharbor_block.dat,区域地产,住宅开发
sh601225,概念板块,GN,通达信88,880515,infoharbor_block.dat,煤炭开采,动力煤
sh601288,概念板块,GN,通达信88,880515,infoharbor_block.dat,银行,国有大型银行
sh601336,概念板块,GN,通达信88,880515,infoharbor_block.dat,保险,保险
sh601360,概念板块,GN,通达信88,880515,infoharbor_block.dat,互联网,基础软件
sh601668,概念板块,GN,通达信88,880515,infoharbor_block.dat,建筑工程,房屋建设
sh601689,概念板块,GN,通达信88,880515,infoharbor_block.dat,汽车配件,车身附件及饰件
sh601728,概念板块,GN,通达信88,880515,infoharbor_block.dat,电信运营,电信运营服务
sh601899,概念板块,GN,通达信88,880515,infoharbor_block.dat,铜,铜
sh603099,概念板块,GN,通达信88,880515,infoharbor_block.dat,旅游景点,旅游景区
sh603195,概念板块,GN,通达信88,880515,infoharbor_block.dat,家用电器,其他家居
sh603259,概念板块,GN,通达信88,880515,infoharbor_block.dat,化学制药,医疗研发外包
sh603268,概念板块,GN,通达信88,880515,infoharbor_block.dat,船舶,航海装备
sh603298,概念板块,GN,通达信88,880515,infoharbor_block.dat,工程机械,工程机械整机
sh603568,概念板块,GN,通达信88,880515,infoharbor_block.dat,环境保护,固废治理
sh603605,概念板块,GN,通达信88,880515,infoharbor_block.dat,日用化工,化妆品
sh603699,概念板块,GN,通达信88,880515,infoharbor_block.dat,机械基件,机械基础件
sh603733,概念板块,GN,通达信88,880515,infoharbor_block.dat,造纸,特种纸
sh603776,概念板块,GN,通达信88,880515,infoharbor_block.dat,公共交通,其他交通设备
sh603816,概念板块,GN,通达信88,880515,infoharbor_block.dat,家居用品,家具
sh603899,概念板块,GN,通达信88,880515,infoharbor_block.dat,文教休闲,文化用品
sh603993,概念板块,GN,通达信88,880515,infoharbor_block.dat,小金属,钨钼
sh605117,概念板块,GN,通达信88,880515,infoharbor_block.dat,电气设备,光伏逆变器
sh605499,概念板块,GN,通达信88,880515,infoharbor_block.dat,软饮料,软饮料
sh688041,概念板块,GN,通达信88,880515,infoharbor_block.dat,半导体,集成电路设计
sh688111,概念板块,GN,通达信88,880515,infoharbor_block.dat,软件服务,云软件服务
sh688187,概念板块,GN,通达信88,880515,infoharbor_block.dat,运输设备,轨交设备
sh688256,概念板块,GN,通达信88,880515,infoharbor_block.dat,半导体,集成电路设计
sh688300,概念板块,GN,通达信88,880515,infoharbor_block.dat,矿物制品,非金属材料
sh688617,概念板块,GN,通达信88,880515,infoharbor_block.dat,医疗保健,医疗耗材
sz000408,概念板块,GN,通达信88,880515,infoharbor_block.dat,农药化肥,钾肥
sz000538,概念板块,GN,通达信88,880515,infoharbor_block.dat,中成药,中药
sz000708,概念板块,GN,通达信88,880515,infoharbor_block.dat,特种钢,特钢
sz000792,概念板块,GN,通达信88,880515,infoharbor_block.dat,农药化肥,钾肥
sz000895,概念板块,GN,通达信88,880515,infoharbor_block.dat,食品,肉制品
sz002001,概念板块,GN,通达信88,880515,infoharbor_block.dat,化学制药,食品助剂
sz002027,概念板块,GN,通达信88,880515,infoharbor_block.dat,广告包装,其他广告营销
sz002311,概念板块,GN,通达信88,880515,infoharbor_block.dat,饲料,水产饲料
sz002371,概念板块,GN,通达信88,880515,infoharbor_block.dat,半导体,半导体设备
sz002384,概念板块,GN,通达信88,880515,infoharbor_block.dat,元器件,PCB
sz002415,概念板块,GN,通达信88,880515,infoharbor_block.dat,IT设备,安防设备
sz002463,概念板块,GN,通达信88,880515,infoharbor_block.dat,元器件,PCB
sz002468,概念板块,GN,通达信88,880515,infoharbor_block.dat,仓储物流,快递
sz002475,概念板块,GN,通达信88,880515,infoharbor_block.dat,元器件,消费电子组件
sz002558,概念板块,GN,通达信88,880515,infoharbor_block.dat,互联网,游戏
sz002602,概念板块,GN,通达信88,880515,infoharbor_block.dat,互联网,游戏
sz002648,概念板块,GN,通达信88,880515,infoharbor_block.dat,化工原料,有机化工原料
sz002714,概念板块,GN,通达信88,880515,infoharbor_block.dat,农业综合,生猪养殖
sz002837,概念板块,GN,通达信88,880515,infoharbor_block.dat,专用机械,其他专用设备
sz002916,概念板块,GN,通达信88,880515,infoharbor_block.dat,元器件,PCB
sz300033,概念板块,GN,通达信88,880515,infoharbor_block.dat,软件服务,行业应用软件
sz300059,概念板块,GN,通达信88,880515,infoharbor_block.dat,证券,证券
sz300124,概念板块,GN,通达信88,880515,infoharbor_block.dat,电器仪表,工业控制设备
sz300274,概念板块,GN,通达信88,880515,infoharbor_block.dat,电气设备,光伏逆变器
sz300308,概念板块,GN,通达信88,880515,infoharbor_block.dat,通信设备,网络接配及塔设
sz300394,概念板块,GN,通达信88,880515,infoharbor_block.dat,通信设备,网络接配及塔设
sz300413,概念板块,GN,通达信88,880515,infoharbor_block.dat,影视音像,视频音频媒体
sz300442,概念板块,GN,通达信88,880515,infoharbor_block.dat,软件服务,云基础设施服务
sz300476,概念板块,GN,通达信88,880515,infoharbor_block.dat,元器件,PCB
sz300502,概念板块,GN,通达信88,880515,infoharbor_block.dat,通信设备,网络接配及塔设
sz300750,概念板块,GN,通达信88,880515,infoharbor_block.dat,电气设备,锂电池
sz300803,概念板块,GN,通达信88,880515,infoharbor_block.dat,软件服务,行业应用软件
bj920445,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,家居用品,其他家居
bj920571,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,水运,航运
bj920706,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,工程机械,工程机械整机
bj920748,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,软件服务,行业应用软件
sh600033,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,路桥,高速公路
sh600057,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,仓储物流,供应链服务
sh600067,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,电气设备,线缆部件及其他
sh600103,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,造纸,特种纸
sh600153,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,仓储物流,供应链服务
sh600163,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,新型电力,风力发电
sh600203,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,元器件,消费电子组件
sh600388,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,环境保护,环保设备
sh600436,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,中成药,中药
sh600483,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,新型电力,电能综合服务
sh600493,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,纺织,棉纺制品
sh600549,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,小金属,钨钼
sh600563,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,元器件,被动元件
sh600573,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,啤酒,啤酒
sh600592,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,机械基件,机械基础件
sh600660,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,汽车配件,车身附件及饰件
sh600686,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,汽车整车,商用载客车
sh600693,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,百货,百货
sh600711,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,小金属,钴
sh600734,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,软件服务,云基础设施服务
sh600753,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,商贸代理,贸易
sh600755,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,仓储物流,供应链服务
sh600802,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,水泥,水泥制造
sh600815,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,工程机械,工程机械整机
sh600897,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,机场,机场
sh601166,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,银行,股份制银行
sh601187,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,银行,城商行
sh601377,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,证券,证券
sh601566,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,服饰,非运动服装
sh601933,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,超市连锁,超市及便利店
sh603122,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,医药商业,医药流通
sh603162,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,水运,航运
sh603180,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,家居用品,家具
sh603209,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,水运,航运
sh603280,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,工程机械,工程机械整机
sh603306,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,汽车配件,车身附件及饰件
sh603345,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,食品,预加工食品
sh603363,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,饲料,畜禽饲料
sh603383,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,软件服务,行业应用软件
sh603408,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,家居用品,其他家居
sh603444,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,互联网,游戏
sh603615,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,家居用品,其他家居
sh603628,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,电气设备,光伏辅材
sh603636,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,软件服务,行业应用软件
sh603678,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,元器件,军工电子
sh603686,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,环境保护,环保设备
sh603696,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,食品,调味品
sh603737,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,染料涂料,涂料
sh603817,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,环境保护,水治理
sh603826,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,染料涂料,非金属材料
sh603893,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,半导体,集成电路设计
sh603909,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,建筑工程,工程咨询服务
sh603933,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,元器件,其他电子
sh603992,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,家居用品,其他家居
sh605086,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,矿物制品,非金属材料
sh605118,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,元器件,光学元件
sh605299,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,文教休闲,娱乐用品
sh605365,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,家用电器,LED
sh688010,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,元器件,光学元件
sh688095,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,软件服务,基础软件
sh688195,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,元器件,光学元件
sh688196,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,环境保护,固废治理
sh688278,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,生物制药,其他生物制药
sh688619,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,软件服务,安防设备
sh688778,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,电气设备,电池化学品
sz000526,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,文教休闲,教育培训
sz000536,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,元器件,面板
sz000547,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,通信设备,军工电子
sz000592,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,林业,林业
sz000632,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,综合类,贸易
sz000663,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,林业,林业
sz000701,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,商贸代理,贸易
sz000753,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,综合类,综合类
sz000797,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,全国地产,住宅开发
sz000905,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,港口,港口
sz000993,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,水力发电,水力发电
sz000997,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,IT设备,其他IT设备
sz001368,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,文教休闲,娱乐用品
sz001979,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,全国地产,住宅开发
sz002029,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,服饰,非运动服装
sz002093,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,文教休闲,教育培训
sz002098,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,服饰,辅料
sz002102,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,化学制药,原料药
sz002110,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,普钢,长材
sz002217,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,元器件,消费电子组件
sz002222,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,元器件,光学元件
sz002228,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,广告包装,纸包装
sz002229,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,广告包装,印刷
sz002235,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,造纸,特种纸
sz002264,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,互联网,电商服务
sz002300,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,电气设备,线缆部件及其他
sz002335,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,电气设备,其他发电设备
sz002396,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,通信设备,系统设备
sz002398,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,其他建材,其他建材
sz002474,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,软件服务,行业应用软件
sz002512,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,IT设备,其他IT设备
sz002517,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,互联网,游戏
sz002529,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,专用机械,其他专用设备
sz002578,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,铝,铝
sz002593,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,钢加工,钢结构
sz002614,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,家用电器,个护小家电
sz002626,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,医疗保健,保健品
sz002639,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,专用机械,制冷空调设备
sz002674,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,纺织,辅料
sz002679,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,林业,林业
sz002682,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,仓储物流,供应链服务
sz002702,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,食品,预加工食品
sz002729,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,元器件,其他电子
sz002752,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,广告包装,金属包装
sz002757,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,专用机械,其他专用设备
sz002785,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,其他建材,其他建材
sz002788,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,医药商业,医药流通
sz002790,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,家居用品,其他家居
sz002803,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,互联网,跨境电商
sz002901,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,医疗保健,医疗耗材
sz002925,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,元器件,消费电子组件
sz002961,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,多元金融,期货
sz002969,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,广告包装,金属包装
sz003016,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,服饰,非运动服装
sz003019,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,元器件,面板
sz300051,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,综合类,综合类
sz300056,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,环境保护,大气治理
sz300062,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,电气设备,输变电设备
sz300096,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,软件服务,行业应用软件
sz300102,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,半导体,LED
sz300132,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,化工原料,化妆品
sz300174,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,化工原料,其他化学制品
sz300188,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,软件服务,基础软件
sz300198,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,塑料,管材
sz300299,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,互联网,游戏
sz300300,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,软件服务,行业应用软件
sz300341,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,电气设备,输变电设备
sz300427,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,电气设备,电网自动化
sz300436,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,化学制药,化学制剂
sz300525,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,软件服务,行业应用软件
sz300560,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,通信设备,网络优化运维
sz300605,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,软件服务,行业应用软件
sz300628,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,通信设备,通信终端及配件
sz300632,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,半导体,LED
sz300640,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,家居用品,其他家居
sz300648,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,电气设备,锂电设备
sz300650,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,元器件,其他电子
sz300657,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,元器件,PCB
sz300658,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,纺织,其他纺织
sz300685,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,医疗保健,诊断试剂
sz300712,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,建筑工程,其他专业工程
sz300750,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,电气设备,锂电池
sz300867,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,环境保护,固废治理
sz300884,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,IT设备,安防设备
sz300902,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,专用机械,其他专用设备
sz300941,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,IT设备,其他IT设备
sz300946,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,机械基件,金属制品
sz300955,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,日用化工,化妆品
sz300972,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,食品,零食
sz301028,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,专用机械,其他通用设备
sz301136,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,建筑工程,工程咨询服务
sz301148,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,环境保护,水治理
sz301165,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,通信设备,网络接配及塔设
sz301196,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,专用机械,其他专用设备
sz301267,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,医疗保健,医院
sz301565,概念板块,GN,海峡西岸,880513,infoharbor_block.dat,塑料,塑料薄膜
sh600157,概念板块,GN,海南自贸,880567,infoharbor_block.dat,火力发电,火力发电
sh600179,概念板块,GN,海南自贸,880567,infoharbor_block.dat,水运,航运
sh600221,概念板块,GN,海南自贸,880567,infoharbor_block.dat,空运,航空运输
sh600238,概念板块,GN,海南自贸,880567,infoharbor_block.dat,红黄酒,其他酒类
sh600259,概念板块,GN,海南自贸,880567,infoharbor_block.dat,小金属,稀土
sh600515,概念板块,GN,海南自贸,880567,infoharbor_block.dat,机场,机场
sh600684,概念板块,GN,海南自贸,880567,infoharbor_block.dat,区域地产,住宅开发
sh600738,概念板块,GN,海南自贸,880567,infoharbor_block.dat,百货,商业物业经营
sh600759,概念板块,GN,海南自贸,880567,infoharbor_block.dat,石油开采,油气开采
sh601118,概念板块,GN,海南自贸,880567,infoharbor_block.dat,橡胶,其他种植业
sh601888,概念板块,GN,海南自贸,880567,infoharbor_block.dat,旅游服务,旅游服务
sh601969,概念板块,GN,海南自贸,880567,infoharbor_block.dat,普钢,铁矿石
sh603069,概念板块,GN,海南自贸,880567,infoharbor_block.dat,公共交通,公共交通
sh603300,概念板块,GN,海南自贸,880567,infoharbor_block.dat,多元金融,租赁
sh603729,概念板块,GN,海南自贸,880567,infoharbor_block.dat,广告包装,其他广告营销
sh605199,概念板块,GN,海南自贸,880567,infoharbor_block.dat,中成药,中药
sh688676,概念板块,GN,海南自贸,880567,infoharbor_block.dat,电气设备,输变电设备
sz000099,概念板块,GN,海南自贸,880567,infoharbor_block.dat,空运,航空运输
sz000503,概念板块,GN,海南自贸,880567,infoharbor_block.dat,软件服务,行业应用软件
sz000505,概念板块,GN,海南自贸,880567,infoharbor_block.dat,食品,粮油加工
sz000537,概念板块,GN,海南自贸,880567,infoharbor_block.dat,新型电力,风力发电
sz000566,概念板块,GN,海南自贸,880567,infoharbor_block.dat,化学制药,化学制剂
sz000567,概念板块,GN,海南自贸,880567,infoharbor_block.dat,多元金融,其他金融服务
sz000571,概念板块,GN,海南自贸,880567,infoharbor_block.dat,煤炭开采,动力煤
sz000572,概念板块,GN,海南自贸,880567,infoharbor_block.dat,汽车整车,综合乘用车
sz000615,概念板块,GN,海南自贸,880567,infoharbor_block.dat,医疗保健,医美服务
sz000657,概念板块,GN,海南自贸,880567,infoharbor_block.dat,小金属,钨钼
sz000691,概念板块,GN,海南自贸,880567,infoharbor_block.dat,化工原料,其他化学原料
sz000735,概念板块,GN,海南自贸,880567,infoharbor_block.dat,农业综合,生猪养殖
sz000793,概念板块,GN,海南自贸,880567,infoharbor_block.dat,出版业,其他出版
sz000796,概念板块,GN,海南自贸,880567,infoharbor_block.dat,旅游服务,旅游服务
sz000886,概念板块,GN,海南自贸,880567,infoharbor_block.dat,区域地产,住宅开发
sz000955,概念板块,GN,海南自贸,880567,infoharbor_block.dat,纺织,其他纺织
sz002065,概念板块,GN,海南自贸,880567,infoharbor_block.dat,软件服务,行业应用软件
sz002159,概念板块,GN,海南自贸,880567,infoharbor_block.dat,旅游服务,旅游服务
sz002163,概念板块,GN,海南自贸,880567,infoharbor_block.dat,装修装饰,装修装饰
sz002320,概念板块,GN,海南自贸,880567,infoharbor_block.dat,水运,航运
sz002431,概念板块,GN,海南自贸,880567,infoharbor_block.dat,建筑工程,园林工程
sz002596,概念板块,GN,海南自贸,880567,infoharbor_block.dat,水泥,水泥制品
sz002693,概念板块,GN,海南自贸,880567,infoharbor_block.dat,生物制药,其他生物制药
sz002696,概念板块,GN,海南自贸,880567,infoharbor_block.dat,饲料,水产饲料
sz002865,概念板块,GN,海南自贸,880567,infoharbor_block.dat,电气设备,光伏电池组件
sz300086,概念板块,GN,海南自贸,880567,infoharbor_block.dat,化学制药,化学制剂
sz300144,概念板块,GN,海南自贸,880567,infoharbor_block.dat,旅游景点,旅游景区
sz300189,概念板块,GN,海南自贸,880567,infoharbor_block.dat,种植业,种子
sz300324,概念板块,GN,海南自贸,880567,infoharbor_block.dat,软件服务,行业应用软件
sz300599,概念板块,GN,海南自贸,880567,infoharbor_block.dat,塑料,管材
bj920007,概念板块,GN,一带一路,880594,infoharbor_block.dat,电气设备,光伏辅材
bj920011,概念板块,GN,一带一路,880594,infoharbor_block.dat,电气设备,电机制造
bj920029,概念板块,GN,一带一路,880594,infoharbor_block.dat,电器仪表,仪器仪表
bj920046,概念板块,GN,一带一路,880594,infoharbor_block.dat,电气设备,输变电设备
bj920060,概念板块,GN,一带一路,880594,infoharbor_block.dat,元器件,PCB
bj920088,概念板块,GN,一带一路,880594,infoharbor_block.dat,石油开采,油田服务
bj920099,概念板块,GN,一带一路,880594,infoharbor_block.dat,石油加工,其他专业工程
bj920108,概念板块,GN,一带一路,880594,infoharbor_block.dat,家用电器,家电零部件
bj920128,概念板块,GN,一带一路,880594,infoharbor_block.dat,元器件,其他电子
bj920158,概念板块,GN,一带一路,880594,infoharbor_block.dat,专用机械,能源及重型设备
bj920174,概念板块,GN,一带一路,880594,infoharbor_block.dat,工程机械,工程机械整机
bj920185,概念板块,GN,一带一路,880594,infoharbor_block.dat,化工原料,电池化学品
bj920195,概念板块,GN,一带一路,880594,infoharbor_block.dat,汽车配件,底盘与发动机系统
bj920208,概念板块,GN,一带一路,880594,infoharbor_block.dat,建筑工程,工程咨询服务
bj920212,概念板块,GN,一带一路,880594,infoharbor_block.dat,元器件,消费电子组件
bj920242,概念板块,GN,一带一路,880594,infoharbor_block.dat,汽车配件,底盘与发动机系统
bj920249,概念板块,GN,一带一路,880594,infoharbor_block.dat,元器件,其他电子
bj920339,概念板块,GN,一带一路,880594,infoharbor_block.dat,家用电器,LED
bj920351,概念板块,GN,一带一路,880594,infoharbor_block.dat,仓储物流,供应链服务
bj920368,概念板块,GN,一带一路,880594,infoharbor_block.dat,专用机械,光伏加工设备
bj920419,概念板块,GN,一带一路,880594,infoharbor_block.dat,饲料,宠物食品
